,nykvist_evcharging,roadfreight_metareview,synergy_appenzeller-herzog_2019,synergy_bos_2018,synergy_brouwer_2019,synergy_chou_2003,synergy_chou_2004,synergy_donners_2021,synergy_hall_2012,synergy_jeyaraman_2020,synergy_leenaars_2019,synergy_leenaars_2020,synergy_meijboom_2021,synergy_menon_2022,synergy_moran_2021,synergy_muthu_2021,synergy_nelson_2002,synergy_oud_2018,synergy_radjenovic_2013,synergy_sep_2021,synergy_smid_2020,synergy_van_de_schoot_2018,synergy_van_der_valk_2021,synergy_van_der_waal_2022,synergy_van_dis_2020,synergy_walker_2018,synergy_wassenaar_2017,synergy_wolters_2018,carbon_capture,cement_binders,ner,soil_microbiome,solar_leo,tech_forecasting
synergy_leenaars_2019,0.5874786925595215,0.6101439571476398,0.551769367399918,0.3573453873022396,0.6785184450480327,0.5895348837209302,0.6568647611213928,0.5711934156378601,0.4438392485636127,0.6063002008032128,0.9952393036593413,0.5723858171207435,0.4237645929953622,0.5883102858685544,0.41519120531466214,0.4170326019623124,0.3597902097902098,0.5817060085836909,0.4131773399014778,0.5057359307359308,0.6699002849002849,0.467919966360642,0.6941735566391067,0.5436085167628792,0.43594179426776597,0.6779466101891765,0.7218800777752742,0.643467085181844,0.6615335110784225,0.33312020460358055,0.428830553736081,0.4263409109295364,0.43995618838992334,0.41091731650693497
synergy_leenaars_2020,0.693482511968011,0.6362571141613659,0.647588468369996,0.3149373330593795,0.49867562384919784,0.8050739957716702,0.6100486668037562,0.7272976680384087,0.5537582885522809,0.7842523941921532,0.3312388976298026,0.8634072465661662,0.7293459139612986,0.41591924888262294,0.4476716575482008,0.6272817876626101,0.5532779720279719,0.7619098712446352,0.5372961610327842,0.5596320346320346,0.6609971509971511,0.4143714812997874,0.5239559041763833,0.6194990691634987,0.6271900765606596,0.6591777995679571,0.6856836987841355,0.43648743836581355,0.6082099843706905,0.4244884910485933,0.4065097999697687,0.3824933257827036,0.3213143483023001,0.49872016191439966
synergy_meijboom_2021,0.6417335096341492,0.6831268831603616,0.8205629184314798,0.5229299363057325,0.831890062156031,0.8184637068357998,0.5863321680718349,0.7053497942386832,0.613610156962384,0.7364457831325301,0.296046287367406,0.5231785075084977,0.9147609147609148,0.30599634040255574,0.557880631954706,0.6221424574865616,0.5807692307692308,0.594206008583691,0.6879635920955778,0.4958874458874459,0.7057549857549856,0.5957378466138716,0.5608967564129743,0.5885546221116691,0.5444157648704357,0.5306382365661332,0.8406632118422511,0.392592775670098,0.5076307805461064,0.4161764705882353,0.437698392704187,0.45688051128549473,0.4043811610076671,0.5424727662360855
synergy_menon_2022,0.5702108042662674,0.6255440241044526,0.48737532449788223,0.5939182247791248,0.5727048385401301,0.6922832980972515,0.4040715607649599,0.45020576131687245,0.7798841594589092,0.608240654927402,0.3743795361112521,0.4998438105963039,0.35339836878298414,0.756951735309116,0.6124060568505013,0.48812771016925444,0.45839160839160836,0.5327789699570815,0.6373329652907537,0.6027056277056277,0.6323219373219374,0.4738068540192025,0.6796516147268745,0.4523239623910765,0.5266919414998037,0.7284630208488878,0.6138798584213432,0.3158018314158253,0.4293463271122552,0.4656649616368287,0.45563561243512873,0.5231777364290915,0.39877327491785325,0.5100898863027561
synergy_moran_2021,0.6211925396079432,0.6600267827251423,0.5794644077059707,0.7091432093692213,0.7029538102359081,0.5802677942212826,0.45362944684351225,0.6809327846364883,0.8652119833210867,0.6158769694161261,0.5128863624828708,0.5041541196672661,0.47177354869662563,0.6841797402285748,0.4464499773141749,0.4550705143576524,0.36516608391608385,0.4480150214592275,0.7724612139742937,0.5011904761904762,0.5075498575498576,0.6177961548344897,0.5981556073775706,0.5985669811173167,0.4754260527090695,0.8203299193542142,0.8784505029046513,0.5927138814399229,0.6159327020318103,0.4191815856777493,0.4968509094573487,0.4162689102823396,0.391894852135816,0.49205309839871425
synergy_muthu_2021,0.605313219375035,0.6519919651824573,0.6544473288700643,0.628970618450791,0.6934987945188757,0.6790697674418604,0.5575433545822195,0.7023319615912209,0.6946913427233372,0.7662573370404696,0.447475003806527,0.6160535228033938,0.8377738685430993,0.3813330533641299,0.5187427286192718,0.7536393701416781,0.6541083916083915,0.8690450643776824,0.750905950965404,0.5378787878787878,0.6417948717948718,0.6301597869507323,0.624178503285987,0.501055990988877,0.47624963191990577,0.5156954413174984,0.407376014362914,0.4606838768675622,0.6036131286200239,0.47410485933503826,0.46273996069935003,0.44235903244074104,0.42059145673603504,0.4683612119769034
synergy_nelson_2002,0.6137343380355734,0.5512219618346167,0.6864598988932915,0.9067803575097596,0.7965928627379173,0.8793516560958421,0.5657001850709439,0.39396433470507547,0.5633609470860593,0.697559468643806,0.483733441607877,0.5582355756169287,0.5882616344154805,0.5556438791732909,0.510736486045128,0.6209603490997742,0.7118006993006993,0.7499463519313305,0.6513433554158881,0.4832251082251082,0.6116096866096866,0.5480762492115776,0.6740336371987845,0.43994931243253393,0.6990071039458187,0.6147509559473363,0.8514055937636723,0.8666230026816277,0.6086237013882505,0.5975703324808185,0.47221242505164507,0.4678828573739989,0.4145454545454545,0.5425918209417228
synergy_oud_2018,0.5053071457588236,0.6218613993973887,0.7780707746959967,0.5931169098006985,0.7680557251028304,0.8533121916842847,0.6087463157173213,0.4526748971193416,0.7482260948856645,0.7531037611986408,0.26010252245850884,0.4906973331923092,0.594274748120902,0.32537420883702795,0.5221976826915098,0.5734430889435086,0.48330419580419576,0.8921137339055794,0.6430836305984938,0.5873376623376624,0.7294301994301995,0.4184362370640316,0.621069182389937,0.6007258960279095,0.8235884128386337,0.5854210150241628,0.8101753996950504,0.4999073170128891,0.5320860531396524,0.43676470588235294,0.5008313599032599,0.42694765795647605,0.34817086527929897,0.4707423060896482
synergy_radjenovic_2013,0.6850411811092614,0.6523267492467358,0.6704877715534909,0.7989726731045819,0.9011054058453118,0.6582804792107118,0.48749057509082183,0.4897119341563786,0.9932618164434254,0.684217639789929,0.7062782317413592,0.49421101149554014,0.37764273148888533,0.34191738908720043,0.5359592396629433,0.5321048897947765,0.5400786713286714,0.627736051502146,0.9777121907026782,0.6050865800865801,0.6837891737891738,0.7676489826430256,0.7021411914352342,0.4885248979208711,0.5556843835885354,0.3696310159422262,0.3247749535959143,0.46295769948468257,0.5168244920474395,0.4891304347826087,0.4653096185821535,0.39078553515087777,0.3219715224534501,0.4633013869873207
synergy_sep_2021,0.644056418916228,0.6188483428188818,0.5148654187730564,0.6078076844051777,0.7960706571313279,0.687138830162086,0.5881828775104531,0.644718792866941,0.6779703781084838,0.6328873185047883,0.6876110237019744,0.6392173835047399,0.45200703662242125,0.5367609562948076,0.3719504336788287,0.5152219091581239,0.4449300699300699,0.6081545064377682,0.6789253156672895,0.6145021645021644,0.5111396011396011,0.3795991309832504,0.6294608154900714,0.4888377841397975,0.624495423537495,0.7866855090882746,0.8088056297663284,0.8284376119919428,0.4586742668015078,0.3596547314578005,0.48123142036579836,0.4164711592913195,0.3741511500547645,0.549913685338413
synergy_smid_2020,0.7192406187521407,0.6590224305323067,0.5834403607050144,0.5567084446270804,0.6144058385299573,0.5363636363636364,0.445335526766742,0.6348422496570645,0.9005893835707393,0.6151336113685512,0.8236410698878344,0.5214420183455797,0.4420598112905805,0.45618981911989687,0.470236550483464,0.4416476829926263,0.5157342657342657,0.5780579399141631,0.7106654492950568,0.47976190476190483,0.9737891737891737,0.7094108440208378,0.7224224436435588,0.5494125561239656,0.6806659795838241,0.5182791537667699,0.6121166819856777,0.614698285982625,0.5879838190677577,0.5254475703324808,0.4832468383130952,0.4657794676806084,0.35741511500547646,0.545687243288291
synergy_van_de_schoot_2018,0.7048136893335352,0.6754268496819551,0.6758573575625085,0.44832545716046845,0.6855300726001432,0.35909090909090907,0.41442182466241684,0.5231824417009603,0.8463419708384607,0.6189952116156936,0.45411358676343705,0.43905657970870227,0.46448104909643373,0.43409724930257676,0.5190905190905191,0.45812788501888374,0.5295891608391609,0.6182403433476394,0.6017177679633089,0.5443722943722944,0.9361965811965812,0.888721470787488,0.6840859303229453,0.506171680668325,0.7213687365037299,0.6230932763470367,0.7080351490831841,0.4159241729588117,0.62834421255861,0.5253196930946292,0.4432407920592533,0.5762478763854056,0.4067031763417306,0.5173522233466278
synergy_van_der_valk_2021,0.5685473303967565,0.6459658520254435,0.554843557863096,0.6972262173823711,0.7304270387212067,0.7842494714587738,0.6602920008225376,0.6727023319615911,0.7432579432881541,0.6323660024714242,0.7923666446734,0.5513172275486481,0.6657604349912043,0.7855685874553799,0.48191666092900665,0.42234678176767976,0.4897727272727273,0.41486051502145926,0.8503977690957477,0.5375541125541126,0.6063817663817664,0.6847419814516317,0.852748922337644,0.46393204111324915,0.41315763643502157,0.7176872794020862,0.9484303676443413,0.7352108846900063,0.5826974349544911,0.5096547314578006,0.3921499470952789,0.4152172154356444,0.4488061336254107,0.5249121971545925
synergy_van_der_waal_2022,0.6403815824060282,0.6921660528958823,0.7938652821423692,0.6010889665091432,0.6848582415234838,0.6894996476391826,0.45314963328535196,0.5303155006858711,0.9190787202209689,0.7234032282978066,0.4459422422981272,0.5163510214916619,0.6104589796897489,0.3561058283588805,0.536947882626895,0.49091531283096534,0.45506993006993,0.6318133047210301,0.75531892305079,0.5448051948051947,0.44458689458689454,0.6147651085102904,0.6413857677902621,0.9665211745748659,0.563332781213192,0.5274779001124904,0.6078827934723131,0.43793329296474337,0.5244093040360394,0.4863171355498721,0.4330629314254044,0.3720572769193431,0.3701204819277108,0.4692541222691827
synergy_van_dis_2020,0.5758125701950726,0.5920656176765986,0.7764175433802433,0.5924799671255394,0.8478008022977046,0.8342847075405215,0.6375351292069368,0.5133058984910837,0.7445244650619262,0.7358568890948409,0.49421915444348574,0.5896006113810617,0.697393251239405,0.38797732249452566,0.4904128114004657,0.6440748456327559,0.4792832167832167,0.8347639484978541,0.7409723401845876,0.5970779220779221,0.7209544159544159,0.6390426799355245,0.7101618260193626,0.442898265045916,0.8960771863957597,0.5514331467341831,0.55054498722621,0.4957921923851658,0.6242989794980234,0.5638107416879795,0.4333652441174989,0.4810290429576895,0.4264622124863089,0.4750878028454076
synergy_walker_2018,0.6220286077280295,0.5980917308336123,0.4690394862686159,0.739798643928498,0.4420714183985921,0.5728682170542636,0.4582219480430461,0.716323731138546,0.37568720840673886,0.47851019462465244,0.2958229711211491,0.4094371063508556,0.4042219734527427,0.869994300626931,0.5426643574791723,0.4614194292908099,0.42377622377622376,0.5545600858369099,0.4717031878149595,0.6087662337662337,0.5195868945868947,0.6406020043450837,0.6915765670270652,0.2510599020666135,0.49033329652532387,0.9171221864951767,0.8980469155141645,0.5704946799965398,0.5695044589500781,0.3842710997442455,0.4239431652138863,0.5288407086805275,0.49844468784227813,0.511518542770403
synergy_wassenaar_2017,0.5414456600527309,0.6489789086039504,0.4575761716081432,0.6163550441750565,0.45268083912337276,0.4100422832980972,0.4423881006237576,0.6117969821673526,0.7855577786237241,0.5961248841519926,0.3982845251992082,0.5688673429603038,0.485814808891732,0.8476167621561628,0.46718146718146725,0.48733838898547244,0.49051573426573425,0.5782725321888412,0.8125106166128758,0.6337662337662338,0.7197008547008547,0.5375931506529306,0.6815772736909051,0.3954256034792948,0.393282078180212,0.8557863710723753,0.9496701942116789,0.5456927126456668,0.5954307253838375,0.45837595907928386,0.3974908046556154,0.4472534584580536,0.4461336254107338,0.5642597773677005
synergy_wolters_2018,0.6559365117927721,0.6566789420823569,0.590668124060664,0.9664064105198275,0.8182080209424794,0.7329457364341085,0.5239564055110015,0.39780521262002744,0.7243740981081297,0.6164465554525794,0.4120489265594072,0.37749241995325467,0.5477370861986246,0.626946035936047,0.5270791073260209,0.5778592910097317,0.46704545454545454,0.46217811158798283,0.8220797236849555,0.5113636363636364,0.5582621082621082,0.5033172144742682,0.7930534944526889,0.4238356721578198,0.4680920568315665,0.5447148998370714,0.7007917007917006,0.9653365628205286,0.44538935368208155,0.5523657289002557,0.5298533783443341,0.40219237925734164,0.4082803943044907,0.5446752782903745
carbon_capture,0.46428892889288925,0.5465349849347172,0.47043311927858994,0.5164166837887816,0.6814613618715306,0.3393939393939394,0.46082665021591607,0.42057613168724284,0.28968656214311644,0.572964936669756,0.4159265086535045,0.4459245064674079,0.2760914760914761,0.40690524042355336,0.47939032506933743,0.5709514817257159,0.35096153846153844,0.5638948497854077,0.3282692089915633,0.48971861471861466,0.5877492877492878,0.60553764571215,0.5627517489930041,0.19586677304798109,0.5081667770906949,0.33375300168016664,0.22053415066515503,0.2973146649201072,0.7987956237933254,0.7209079283887468,0.5453720965385197,0.5521397945150069,0.5503176341730559,0.5281266742067979
cement_binders,0.5048037325856479,0.5646133244057583,0.35150976909413856,0.7335730429422642,0.5084305263086507,0.6321000704721635,0.6637877853177051,0.5484224965706448,0.405822569650398,0.5391952425084955,0.28641323656295997,0.541747418532644,0.3462977770670079,0.6380298167201608,0.5117569068186353,0.5994956837120077,0.6127185314685315,0.6946351931330472,0.5168733367306495,0.5848484848484848,0.7162250712250713,0.6808874716751934,0.6479224083103667,0.3058149903787488,0.6321852301727522,0.4729476167406095,0.24631300613833368,0.6229285352380717,0.6216328031626368,0.8341432225063938,0.5404847080163249,0.5258878731494216,0.4842059145673603,0.570926840883386
ner,0.6692700907258868,0.6114830934047539,0.4955595026642984,0.7094925005136634,0.8344485305337688,0.5276250880902044,0.45959284392350397,0.5168724279835392,0.8910160503554451,0.49619632375656475,0.4409379282342791,0.43021042666019615,0.3701903086518471,0.4391216966133725,0.539844959598046,0.5318576024618829,0.48339160839160844,0.5321351931330471,0.7756267340467699,0.5762987012987013,0.6562535612535613,0.5899911229471815,0.6153982050738465,0.24664038422427684,0.6144890128091872,0.3935589695346746,0.5594276292966249,0.6153161725633642,0.48289969660752047,0.4597826086956522,0.7513478107522547,0.49696626486530215,0.368236582694414,0.5969998214179415
soil_microbiome,0.3178651935990059,0.5833612320053565,0.32427927312474386,0.8048284364084652,0.5328485129008521,0.5923185341789994,0.5116183425868805,0.29766803840877915,0.7577828288640811,0.7000502008032129,0.219763487793737,0.41691190347313384,0.32809851271389734,0.6319704832468429,0.5842138434731028,0.5530818496093359,0.4506555944055944,0.710675965665236,0.6301986014381972,0.4354978354978355,0.4341737891737892,0.7339337024318453,0.636315454738181,0.4746171054895887,0.4399216602866117,0.5873944918408499,0.4603738315528709,0.5763151715871034,0.45734117863381446,0.6584398976982097,0.41935808938378594,0.5195372542674541,0.6433734939759036,0.4711589975593785
solar_leo,0.379632078252073,0.5187479075995982,0.4701325317666348,0.48590507499486335,0.45642719809564497,0.6725863284002819,0.47241072040578513,0.4381344307270233,0.3503999309471746,0.4671957059005251,0.6859463025935137,0.48229421365569786,0.2970094354709739,0.5853856075831658,0.4819475560216301,0.5993982674899586,0.5791520979020979,0.7467274678111588,0.261795056905045,0.5251082251082251,0.488988603988604,0.6633494521923984,0.49026570560384425,0.19425540902050967,0.5313205486847272,0.6162905510260741,0.28862447203058555,0.34751177073936307,0.39817964512273607,0.6379156010230178,0.552123746661964,0.5860771782218266,0.5919824753559694,0.47431394725876547
tech_forecasting,0.6475380945174163,0.682122530967526,0.4089629730837547,0.7719334292171769,0.8892512961889163,0.45961945031712476,0.3772020015079855,0.35939643347050754,0.958561665058385,0.5159387550200804,0.5275744810434959,0.3562418470427448,0.22344474652166962,0.5334913159552448,0.5725460910646095,0.5326556661271307,0.4245192307692308,0.4878218884120172,0.8365289338089577,0.5038961038961038,0.5674216524216524,0.7946247109117667,0.5596070949049538,0.27909450728242674,0.35553009668237145,0.5063964407898884,0.640427644794457,0.5444940126790326,0.5197205111703594,0.5759590792838873,0.5429032095530811,0.5588544616131381,0.3627163198247536,0.6289660098815406
