id,title,actual_label,predicted_probability,predicted_label
566,Rhizosphere Microbiome–Biofertilizer Nexus: Integrating Biological Inputs and Abiotic Stress Tolerance Mechanisms in Horticultural Crops,positive,0.7580920884355316,positive
573,Harnessing Beneficial Microbes and Sensor Technologies for Sustainable Smart Agriculture.,positive,0.755270971826867,positive
257,Biostimulants in mitigation of drought stress in crop plants,pass,0.7543249996850596,positive
590,Exploring plant-microbe interactions in adapting to abiotic stress under climate change: a review,negative,0.7510756351435571,positive
769,Perspectives of using plant growth-promoting rhizobacteria under salinity stress for sustainable crop production,pass,0.7491157827645024,positive
686,Microbial consortia and bioinoculant strategies for enhancing crop salt tolerance and restoring fertility in salt-degraded soils,positive,0.7473163882153305,positive
462,Microorganism-Based Biological Products for Agriculture: From Strain Selection to Production Organization.,negative,0.7463091190145528,positive
332,Microbiome engineering and plant biostimulants for sustainable crop improvement and mitigation of biotic and abiotic stresses,positive,0.7448375991384495,positive
616,The Microbial Connection to Sustainable Agriculture.,negative,0.7435911002671134,positive
565,Decoding Plant–Environment–Microbiome Interactions in Stress-Resilient Agriculture,pass,0.7423385128306536,positive
680,Integrative Exploration of Paenibacillus sp. JSM-10 as a Potential Multi-Stress-Tolerant Microbial Inoculant for Sustainable Agriculture.,positive,0.7403973650869233,positive
158,Soil microbiome for enhanced crop productivity,pass,0.7388981582918417,positive
349,Soil amendments for sustainable agriculture: Microbial organic fertilizers,positive,0.7381260668245522,positive
760,Are Autochthonous Bacteria of Desert Root Environments Capable of Increasing Crop Tolerance to Saline Stress?,pass,0.7324111753410026,positive
521,Microbial Strategies for Improving Food Crop Productivity under Salinity and Drought,pass,0.7275923053835763,positive
496,Insight Into the Role of PGPR in Sustainable Agriculture and Environment,positive,0.7251110048896418,positive
495,Use of plant growth promoting rhizobacteria (PGPRs) with multiple plant growth promoting traits in stress agriculture: Action mechanisms and future prospects,pass,0.7193842649066915,positive
209,From salty to thriving: plant growth promoting bacteria as nature’s allies in overcoming salinity stress in plants,negative,0.7127701129601819,positive
229,Harnessing plant-microbe interactions: strategies for enhancing resilience and nutrient acquisition for sustainable agriculture.,negative,0.7124298580932263,positive
224,Microbial biocontrol agents and the rhizosphere microbiome: integrating ecological function and climate resilience in sustainable agriculture.,negative,0.7075831521427183,positive
763,Halotolerant Plant Growth-Promoting Fungi and Bacteria as an Alternative Strategy for Improving Nutrient Availability to Salinity-Stressed Crop Plants,pass,0.7028868048082335,positive
372,New approaches to improve crop tolerance to biotic and abiotic stresses,negative,0.6992187756850797,positive
801,Biochar amendment controlled bacterial wilt through changing soil chemical properties and microbial community,pass,0.6978657545947333,positive
252,"Impact of Fire and Heat Stress on Soil Microorganisms: A Review of Community Changes, Molecular Responses and Plant-Beneficial Roles.",positive,0.6947910618544176,positive
735,Biostimulants and their role in increasing cereal crops' resistance to drought stress.,positive,0.6925382635229379,positive
489,Harnessing biochar and plant growth-promoting bacteria for sustainable crop production under reclaimed water irrigation: A review.,positive,0.6897835061125012,positive
356,Harnessing plant-exuded prebiotics as a next-generation strategy for sustainable agriculture.,positive,0.6886949084531179,positive
323,Soil microbial resources: Unlocking sustainable strategies for crop productivity and soil health.,positive,0.6885833786917589,positive
151,Friends in low places: Soil derived microbial inoculants for biostimulation and biocontrol in crop production,pass,0.6824493473659023,positive
455,Modification of Rhizosphere Microbial Communities: A Possible Mechanism of Plant Growth Promoting Rhizobacteria Enhancing Plant Growth and Fitness,negative,0.6786210293938546,positive
164,Advances in microbial based bio-inoculum for amelioration of soil health and sustainable crop production.,negative,0.6782508091053532,positive
363,Rhizosphere microbes are partners in plant stress adaptation.,pass,0.6776034007618035,positive
289,Recent advances of plant growth-promoting rhizobacteria (PGPR)-mediated drought and waterlogging stress tolerance in plants for sustainable agriculture,pass,0.6775420177261456,positive
479,Harnessing biostimulants to alleviate potentially toxic element stress in vegetable crops.,pass,0.6758349898447346,positive
485,Rhizosphere microbiome dynamics and plant adaptation to abiotic stress in major oilseed crops: a review.,positive,0.6747382135547892,positive
711,Arbuscular Mycorrhizal Fungi and Associated Microbiota as Plant Biostimulants: Research Strategies for the Selection of the Best Performing Inocula,positive,0.6742470208202721,positive
149,Microbial Interventions in Soil and Plant Health for Improving Crop Efficiency,positive,0.6736380011469436,positive
546,Management of abiotic stresses by microbiome-based engineering of the rhizosphere,positive,0.6707085126127205,positive
213,Halo-tolerant plant growth-promoting bacteria-mediated plant salt resistance and microbiome-based solutions for sustainable agriculture in saline soils,positive,0.6625865156727373,positive
578,Translational microbiomes in agriculture: microbial communities as tools to effect host and system health for improved crop production.,positive,0.6611083170827443,positive
740,Microbe-Induced Abiotic Stress Alleviation in Plants: From Hidden Partners to Central Drivers of Resilience.,negative,0.6560272549387762,positive
698,The role of Bacillus megaterium PEF-1 in stimulating the growth of organic cotton under environmental stress conditions.,positive,0.6534402862004286,positive
217,Biodiversity and Plant Growth Promoting Potential of Bacteria from Soybean Rhizosphere of Saline Soil,pass,0.6466654434590636,positive
238,"The Impact of Drought Stress on Soil Microbial Community, Enzyme Activities and Plants",positive,0.6395138038696705,positive
557,"Salt stress–soil microbiome interactions: structure, diversity, and physiological functions",pass,0.6381833597518178,positive
752,Phages as Metabolic Switches in Plant-Associated Microbiomes: Implications for Climate-Smart Agriculture.,pass,0.6363092715045758,positive
439,Editorial: Unveiling microbiome interactions and functions in soil hotspots.,pass,0.6362624829615112,positive
281,"The impact of drought stress on soil microbial community, enzyme activities, and microbial diversity",positive,0.6354439694842514,positive
792,"Organic fertilizer improves soil fertility and restores the bacterial community after 1,3-dichloropropene fumigation.",pass,0.6335150332440824,positive
206,Plant Growth-Promoting Bacteria of Soil: Designing of Consortia Beneficial for Crop Production,negative,0.6305253934424708,positive
670,Bacterial Exopolysaccharides: Insight into Their Role in Plant Abiotic Stress Tolerance,negative,0.6298082462819097,positive
376,Climate Change with Its Impacts on Soil and Soil Microbiome Regulating Biogeochemical Nutrient Transformations,pass,0.6279575325226636,positive
486,Microbial co-inoculation and extracellular vesicles: new frontiers for soybean productivity.,positive,0.6272549614976729,positive
499,Plant Growth-Promoting Rhizobacteria for Sustainable Agricultural Production,negative,0.6223428748549004,positive
335,Engineering Host Microbiome for Crop Improvement and Sustainable Agriculture,negative,0.6205544526804772,positive
765,The Role of Plant Growth Promoting Rhizosphere Microbiome as Alternative Biofertilizer in Boosting Solanum melongena L. Adaptation to Salinity Stress,positive,0.6189530632743784,positive
264,Arbuscular Mycorrhizal Fungi Inoculation Mediated Changes in Phytohormones Under Drought Stress.,negative,0.6182267160930802,positive
248,Role of Microbes in Alleviating Crop Drought Stress: A Review,negative,0.6170661126312849,positive
394,Editorial: Microorganisms in agricultural soil: advances and challenges of biological health.,pass,0.6158104344085117,positive
598,Plant–Microbe Interaction: Stress Management for Sustainable Agriculture,pass,0.6150322221910055,positive
220,Isolation and characterization of salt-stress-tolerant rhizosphere soil bacteria and their effects on plant growth-promoting properties,pass,0.608413017255137,positive
517,Microbial Transformations Implicit With Soil and Crop Productivity in Rice System,pass,0.606493930486133,positive
630,Continuous cropping drives assembly process of soil microbial community to alter keystone taxa causing challenges.,pass,0.6057735120081287,positive
309,Microbial inoculants - fostering sustainability in groundnut production.,pass,0.6053101121095208,positive
218,Detection of Plant Growth Promoting Bacteria from Soil,pass,0.5965803911304925,positive
609,Editorial: Plants surviving in extreme environment: harnessing soil-plant-microbial relationship to enhance crop health and productivity.,pass,0.593412394789523,positive
791,Preparation of a new biochar-based microbial fertilizer: Nutrient release patterns and synergistic mechanisms to improve soil fertility.,pass,0.592514949948611,positive
285,Soil Salinity as a Challenge for Sustainable Agriculture and Bacterial-Mediated Alleviation of Salinity Stress in Crop Plants,negative,0.5917408649133546,positive
761,A comparative study of plant growth promoting rhizobacteria (PGPR) and sowing methods on nutrient availability in wheat and rhizosphere soil under salinity stress,pass,0.5915963284103365,positive
154,Microbes and Soil Health for Sustainable Crop Production,pass,0.5909202634230709,positive
272,Plant Growth Promoting Rhizobacterial Mitigation of Drought Stress in Crop Plants: Implications for Sustainable Agriculture,negative,0.5904050566145015,positive
239,Harnessing rhizosphere microbiomes for drought-resilient crop production,negative,0.5872986298081128,positive
223,Plant Growth-Promoting Microorganisms Mediate Plant Metabolic Reprogramming to Manage the Rhizospheric Microbiome.,positive,0.5837761199574448,positive
610,"Rhizobacteria Exopolysaccharide: A Boon in Reclaiming Soil Fertility, Augmenting Plant Growth and Plant Stress Resilience.",negative,0.582680033655431,positive
574,The root's hidden ally: How the rhizosheath microbiome fortifies crops against drought.,positive,0.581635505530974,positive
608,The optimization of crop response to climatic stress through modulation of plant stress response mechanisms. Opportunities for biostimulants and plant hormones to meet climate challenges.,negative,0.5781151395818278,positive
804,Tracking of soil microbial inoculates for sustainable agriculture,pass,0.5763335580646415,positive
753,Integrating epigenetic memory and plant growth-promoting rhizobacteria-mediated signaling for climate-resilient agriculture.,pass,0.5737006384626219,positive
449,The role of plant growth promoting rhizobacteria in plant drought stress responses,negative,0.565934061887941,positive
165,"""Harnessing the power of soil microbes: Their dual impact in integrated nutrient management and mediating climate stress for sustainable rice crop production"" A systematic review.",negative,0.5631687595805428,positive
623,Microbial organic fertilizer improves soil microbial community and promotes tobacco growth.,pass,0.5604346663125155,positive
597,Plant–Microbe Interaction: Enhancing Stress Tolerance and Crop Production,pass,0.5597602553900404,positive
772,Soil microbial processes shaping seed performance: linking soil microbiomes to sustainable agriculture.,negative,0.5502064958387433,positive
247,"The Role of Plant-Associated Bacteria, Fungi, and Viruses in Drought Stress Mitigation",negative,0.5466328245190929,positive
258,Drought stress effects on soil microbial diversity and function: an integrative review,negative,0.5455734477292029,positive
672,Mechanisms and Strategies of Plant Microbiome Interactions to Mitigate Abiotic Stresses,negative,0.5423667326366837,positive
233,Soil microbiomes and climate change,pass,0.5418077509962073,positive
417,Revitalizing contaminated soils: The combined power of modified biochar and intrinsic bacteria for heavy metal and petroleum hydrocarbon removal and plants performance.,negative,0.5397121341369301,positive
600,An Outline of Plant–Microbe Interactions for Stress Management,pass,0.5381262233372724,positive
689,Perspective Chapter: Unlocking Root Architecture Plasticity – Enhancing Crop Productivity and Resilience to Abiotic Stresses,negative,0.5356252937450534,positive
240,Plant Growth-Promoting Rhizobacteria Eliminate the Effect of Drought Stress in Plants: A Review,positive,0.5342162624092781,positive
454,The influence of plant growth-promoting rhizobacteria in plant tolerance to abiotic stress: a survival strategy,negative,0.5341113274089826,positive
308,Title: Enhancing Soil Health and Corn Productivity with a Co-Fermented Microbial Inoculant (CFMI-8): A Field-Based Evaluation,negative,0.5327149653536521,positive
561,Crop microbiome dynamics in stress management and green agriculture,pass,0.5308029703099298,positive
301,"Enhancing Soil Health and Plant Growth through Microbial Fertilizers: Mechanisms, Benefits, and Sustainable Agricultural Practices",positive,0.5307883683707981,positive
274,Beneficial and pathogenic plant‐microbe interactions during flooding stress,negative,0.5304968256965545,positive
167,Microbial Inoculants Alleviate Continuous Cropping Obstacles in Eggplant Through Soil Properties and Rhizosphere Microbiota.,negative,0.5300521612549797,positive
131,Soil microbial and plant responses to increasing antibiotic concentration: a case study of five antibiotics.,negative,0.5299543527921496,positive
456,Halo-tolerant plant growth promoting rhizobacteria for improving productivity and remediation of saline soils,negative,0.5278828601439309,positive
606,Nanoparticles and plant–microbe interactions in the rhizosphere during abiotic stress,pass,0.5275419386753193,positive
614,Bioinoculants as mitigators of multiple stresses: A ray of hope for agriculture in the darkness of climate change.,negative,0.525162192781126,positive
228,Soil microbial load modulation improves plant-microbe interactions and bioinoculant efficacy in pathogen-stressed soils.,positive,0.5249414356295792,positive
558,Heavy Metal Contamination in Soil: Implications for Crop Resilience and Abiotic Stress Management,positive,0.5157795501247266,positive
563,Siderophilic microbes and their role in abatement of abiotic stress in plants,pass,0.5142781240710078,positive
194,Battle of Arbuscular Mycorrhizal Fungi Against Drought Stress: A Gateway to Sustainable Agriculture.,negative,0.5123960819325002,positive
357,Supporting crop yields under climate change by engineering innate soil microbiomes.,positive,0.5116513395940809,positive
288,Endophytic microbes: Allies for stress adaptation in crop roots,pass,0.511558259721861,positive
458,Rhizosphere Engineering With Plant Growth-Promoting Microorganisms for Agriculture and Ecological Sustainability,negative,0.5111459336634996,positive
181,"The Application of Arbuscular Mycorrhizal Fungi as Microbial Biostimulant, Sustainable Approaches in Modern Agriculture",negative,0.5109060839515013,positive
710,Mechanistic Insights into Arbuscular Mycorrhizal Fungi-Mediated Drought Stress Tolerance in Plants,negative,0.5107405006331059,positive
696,Editorial: Climate is changing: harnessing plant-microbe interactions for sustainable agriculture in arid areas.,pass,0.5081378217818785,positive
685,Rhizospheric Soil–Plant-Microbial Interactions for Abiotic Stress Mitigation and Enhancing Crop Performance,pass,0.505785324678563,positive
530,"Biochar applications influence soil physical and chemical properties, microbial diversity, and crop productivity: a meta-analysis",positive,0.5026145279180609,positive
693,Roles of endophytic fungi in plant resilience under abiotic stress: A mechanistic review with implications for climate-smart agriculture.,positive,0.5009480408480185,positive
778,Importance of Soil Amendments: Survival of Bacterial Pathogens in Manure and Compost Used as Organic Fertilizers,positive,0.5009212770483791,positive
415,"Integrated Microbial Bioaugmentation for Remediation of Industrially Contaminated Soil: Impacts on Heavy Metal Reduction, Gas Mitigation, and Geotechnical Sustainability",negative,0.4994244199179369,negative
537,Rhizosphere engineering for soil carbon sequestration,positive,0.49927030514133897,negative
703,Mycorrhizal fungi volatiles: determining the fate of plants against stress?,pass,0.498931214407636,negative
483,From Rhizosphere to Endosphere: Conserved and Specialised Mechanisms of Plant Growth-Promoting Bacteria in Mediating Salt Tolerance.,negative,0.4968441263435919,negative
799,Integrated Fertilizer Management Modifying Microbial Community and Paddy Soil Enzyme Functions,pass,0.49528154653358347,negative
178,"Microbes as Biofertilizers, a Potential Approach for Sustainable Crop Production",negative,0.49488028299450953,negative
716,Roles of Arbuscular mycorrhizal Fungi as a Biocontrol Agent in the Control of Plant Diseases,negative,0.49222122423172243,negative
457,Plant Growth-Promoting Rhizobacteria as a Green Alternative for Sustainable Agriculture,negative,0.49214614639233767,negative
491,Temporal dynamics of the tomato rhizosphere microbiome in response to synthetic communities of plant growth-promoting rhizobacteria.,positive,0.483178615099675,negative
552,Encapsulated plant growth regulators and associative microorganisms: Nature-based solutions to mitigate the effects of climate change on plants,pass,0.4829428996241631,negative
249,Grapevine rootstock and soil microbiome interactions: Keys for a resilient viticulture,negative,0.48186860909259777,negative
397,Editorial: The role of the microbiome in plant and soil health in a changing climate.,pass,0.48106033387473696,negative
147,Evolutions and Managements of Soil Microbial Community Structure Drove by Continuous Cropping,positive,0.479958127907201,negative
312,Microbial inoculant carriers: Soil health improvement and moisture retention in sustainable agriculture,pass,0.4785480080457789,negative
539,Editorial: Microbial community dynamics in agroecosystems: from disease suppression to soil health.,pass,0.47706678408489434,negative
262,"Plant-soil-microbiome interactions: mechanisms, advances, and challenges in sustainable agriculture and healthy agroecosystems.",pass,0.4764269713936511,negative
618,Bacterial Community Expansion and Nutrient Activation Underlie Yield Improvement Following Diazotrophic Inoculant Application in Paddy Soil.,pass,0.47550496521097085,negative
776,Physiological Mechanisms of Plant Growth-Promoting Rhizobacteria in Enhancing Abiotic Stress Tolerance of Vegetable Crops: A Review,pass,0.47445935325822025,negative
276,Soil microbiome analysis reveals effects of periodic waterlogging stress on sugarcane growth.,pass,0.4741100626833365,negative
346,Selenium in the Environment and Soil Microbiome: Crop Resilience to Abiotic Stressors,negative,0.47300518209050385,negative
470,Synergistic role of plant growth-promoting rhizobacteria and fungi in biofertilizer development for chilli (Capsicum annuum L.): mechanistic and functional insights,negative,0.47267692442377135,negative
759,Plant growth promotion and biocontrol by novel thermotolerant fungal strains isolated from an active volcano crater.,pass,0.4694575465365118,negative
667,Biofertilizers: An ecofriendly technology for nutrient recycling and environmental sustainability,negative,0.4693451826236285,negative
697,Principles of nutrition-dependent root-microbiome engineering for regulating crop yield via live microbial inoculants,negative,0.4678996305788042,negative
668,The Potential Use of Actinomycetes as Microbial Inoculants and Biopesticides in Agriculture,negative,0.46650169656430346,negative
589,"Plant Growth-Promoting Microbe Mediated Uptake of Essential Nutrients (Fe, P, K) for Crop Stress Management: Microbe–Soil–Plant Continuum",pass,0.46629929389997743,negative
570,"Plant health in the era of global changes, holobiont biology, and microbiome-based solutions.",positive,0.4634418752864512,negative
798,1104 - Soil Microbial Community Response to 2 years biochar amendment revealed by metagenomics,pass,0.45867836839426146,negative
669,Bioinoculants—Natural Biological Resources for Sustainable Plant Production,positive,0.455256760719596,negative
197,Holistic Approaches to Plant Stress Alleviation: A Comprehensive Review of the Role of Organic Compounds and Beneficial Bacteria in Promoting Growth and Health,negative,0.4528787489117464,negative
587,A Review of Plant–Microbe Interactions in the Rhizosphere and the Role of Root Exudates in Microbiome Engineering,positive,0.45229798169161844,negative
790,Progress in Microbial Fertilizer Regulation of Crop Growth and Soil Remediation Research.,pass,0.44495854517325434,negative
343,Favorable Soil Microbes for Sustainable Agriculture,negative,0.4443991890750213,negative
582,Overview of biofertilizers in crop production and stress management for sustainable agriculture,negative,0.44414454458184116,negative
